customer_id,signup_date,tenure_months,age,region,plan,contract_type,monthly_charges,discount_pct,auto_pay,support_tickets,late_payments,usage_hours_month,satisfaction_score,last_login,total_charges,churn
CUST00721,2024-04-25,20,40,Central,Standard,Annual,1177.5,0.05,No,0,1,22.8,4.6,2025-12-05 13:49:24.021278098,23841.91,No
CUST00722,2024-11-25,13,46,West,Standard,Annual,1416.61,0.0,No,4,0,18.4,2.5,2025-12-17 23:31:09.387363438,18017.13,No
CUST00723,2023-11-28,25,32,West,Standard,Monthly,1283.42,0.05,Yes,4,1,15.5,3.3,2025-12-09 08:16:26.684093257,33048.31,Yes
CUST00724,2023-08-24,28,43,Central,Premium,Monthly,1586.92,0.0,Yes,5,0,7.9,4.0,2025-12-20 04:12:51.445882072,45119.59,No
CUST00725,2023-07-13,29,34,North,Standard,Monthly,1530.51,0.05,Yes,3,0,15.1,3.1,2025-12-21 21:24:03.477142291,45904.04,No
CUST00726,2023-12-19,24,36,Central,Premium,Monthly,1844.29,0.15,Yes,2,0,6.8,2.8,2025-12-28 03:18:03.087604665,43075.9,No
CUST00727,2025-01-13,11,48,Central,Standard,Monthly,1127.7,0.0,Yes,4,0,37.5,4.3,2025-12-15 11:24:21.859719403,13398.72,No
CUST00728,2024-01-26,23,35,East,Standard,Quarterly,1219.6,0.0,No,0,1,22.8,3.5,2025-12-21 01:30:42.978218112,26919.07,No
CUST00729,2023-11-01,25,38,East,Basic,Monthly,599.27,0.05,Yes,2,0,20.8,3.9,2025-12-11 11:14:00.142153881,14841.88,No
CUST00730,2024-01-23,23,37,North,Basic,Monthly,631.14,0.0,No,4,1,15.5,3.1,2025-12-14 15:30:53.575090638,14250.53,No
CUST00731,2024-07-21,17,26,West,Basic,Quarterly,799.36,0.1,Yes,3,0,27.9,2.4,2025-12-24 08:07:51.249346770,13699.4,No
CUST00732,2025-06-19,6,43,North,Standard,Quarterly,1187.2,0.05,No,3,3,17.8,4.0,2025-12-23 06:28:39.020433468,6175.08,No
CUST00733,2023-08-08,28,58,Central,Basic,Annual,681.65,0.05,No,2,0,48.0,4.2,2025-11-26 04:19:10.906849419,18436.14,No
CUST00734,2024-09-08,15,35,North,Basic,Annual,638.56,0.0,No,3,1,26.6,3.8,2025-12-03 06:03:01.660913966,9839.59,No
CUST00735,2023-10-14,26,44,Central,Premium,Quarterly,1473.82,0.15,Yes,2,0,18.8,3.3,2025-12-21 21:22:21.539495880,37237.24,No
CUST00736,2025-03-05,9,48,North,Standard,Quarterly,1081.26,0.05,No,4,0,50.7,3.6,2025-12-23 14:50:09.060797121,9061.77,No
CUST00737,2023-10-30,26,38,North,Standard,Monthly,1303.4,0.0,No,3,1,16.8,4.0,2025-12-20 05:21:19.694075533,35047.01,No
CUST00738,2023-02-25,34,37,Central,Standard,Monthly,1337.5,0.0,Yes,1,1,46.6,2.4,2025-12-02 04:18:16.313803284,44852.27,No
CUST00739,2024-07-07,17,32,East,Standard,Quarterly,1089.74,0.15,Yes,3,2,29.4,4.7,2025-12-20 08:32:36.018856963,17804.12,No
CUST00740,2025-04-02,8,23,South,Basic,Monthly,615.87,0.15,Yes,2,2,18.9,3.4,2025-11-29 09:21:00.901698141,4856.75,Yes
CUST00741,2024-05-14,19,31,North,Basic,Quarterly,521.04,0.0,No,1,4,39.3,3.6,2025-12-30 00:00:00.000000000,10409.64,No
CUST00742,2025-03-05,9,41,East,Premium,Monthly,1687.43,0.0,No,1,3,49.1,2.6,2025-12-22 11:07:10.846520124,14774.94,No
CUST00743,2023-04-02,32,43,Central,Premium,Monthly,1806.11,0.1,Yes,1,0,15.1,3.3,2025-12-10 12:03:04.187338336,56271.51,No
CUST00744,2024-12-30,12,26,East,Basic,Quarterly,675.97,0.0,Yes,3,0,26.8,3.5,2025-12-27 17:46:41.830941044,8144.23,No
CUST00745,2024-10-23,14,51,South,Standard,Quarterly,1157.35,0.15,No,3,0,29.8,4.2,2025-12-07 02:19:38.240300545,16160.44,No
CUST00746,2023-08-25,28,19,South,Basic,Quarterly,695.44,0.0,No,3,0,29.8,3.7,2025-12-30 00:00:00.000000000,18866.47,No
CUST00747,2024-12-15,12,25,Central,Standard,Quarterly,1164.57,0.0,Yes,0,0,16.9,3.4,2025-12-09 17:41:14.886856698,13062.77,Yes
CUST00748,2024-05-12,19,37,West,Standard,Annual,1070.09,0.1,Yes,3,3,15.0,1.8,2025-12-25 18:51:10.258245703,20540.66,No
CUST00749,2023-12-20,24,24,East,Standard,Monthly,1130.42,0.1,No,0,0,20.9,3.6,2025-12-21 06:26:31.400018716,27840.25,No
CUST00750,2023-02-07,34,32,South,Premium,Monthly,1849.69,0.0,Yes,4,1,19.1,3.6,2025-12-17 17:00:14.729702159,64431.52,No
CUST00751,2025-03-23,9,40,North,Standard,Monthly,880.12,0.0,Yes,4,0,35.0,1.7,2025-12-17 17:05:30.085965048,7938.98,No
CUST00752,2024-11-20,13,25,North,Standard,Monthly,1382.96,0.0,Yes,3,0,23.9,5.0,2025-12-14 08:19:50.152274386,16774.94,No
CUST00753,2024-12-23,12,23,South,Basic,Annual,575.52,0.1,Yes,2,0,15.5,3.1,2025-12-27 07:38:06.821517509,7223.35,No
CUST00754,2023-10-29,26,41,Central,Basic,Monthly,720.15,0.0,No,1,1,21.6,5.0,2025-12-29 01:54:40.809124688,18354.54,No
CUST00755,2025-04-29,8,50,Central,Premium,Monthly,1953.16,0.05,No,1,0,33.4,3.5,2025-12-15 14:52:12.426825553,15544.76,No
CUST00756,2023-11-08,25,34,West,Basic,Monthly,634.8,0.0,No,2,0,21.5,3.3,2025-12-10 03:58:10.672694605,15994.47,Yes
CUST00757,2024-05-09,19,46,North,Premium,Monthly,2193.32,0.0,No,1,0,21.8,4.3,2025-11-27 23:26:51.358290936,43515.85,Yes
CUST00758,2025-02-24,10,19,North,Standard,Quarterly,1213.16,0.0,No,0,1,41.9,3.4,2025-12-17 17:00:40.192610449,12084.9,No
CUST00759,2023-08-15,28,27,South,Standard,Quarterly,1264.15,0.0,Yes,3,1,33.3,3.4,2025-12-23 23:52:34.218934873,34750.64,No
CUST00760,2025-06-05,6,46,South,Premium,Annual,1997.72,0.05,Yes,2,0,34.7,3.0,2025-12-13 22:25:28.555762492,10763.21,No
CUST00761,2024-08-12,16,41,North,Basic,Monthly,668.74,0.0,Yes,0,1,19.9,3.8,2025-11-27 11:04:59.472212480,10193.36,Yes
CUST00762,2023-03-04,33,34,Central,Premium,Monthly,1993.12,0.0,No,1,1,30.5,3.9,2025-12-23 18:50:33.337767524,67508.3,No
CUST00763,2024-07-13,17,24,Central,Standard,Annual,1168.9,0.05,No,4,0,20.8,3.5,2025-12-14 14:52:29.188704142,20302.37,No
CUST00764,2023-03-11,33,18,Central,Basic,Annual,724.31,0.15,Yes,2,2,22.5,4.3,2025-12-26 00:15:57.111131734,23299.63,No
CUST00765,2024-02-11,22,43,North,Standard,Annual,1314.15,0.05,No,1,0,27.3,3.4,2025-12-22 08:39:25.357574244,28495.57,No
CUST00766,2024-07-06,17,44,East,Basic,Quarterly,539.32,0.0,No,4,0,19.0,3.0,2025-12-17 08:45:06.381609207,8843.2,No
CUST00767,2025-03-30,9,36,South,Standard,Monthly,1372.93,0.0,Yes,3,0,32.0,2.7,2025-12-15 04:12:33.086886195,12615.92,No
CUST00768,2024-07-31,17,40,East,Standard,Monthly,1188.22,0.0,No,1,1,31.3,2.5,2025-12-19 21:35:56.181465609,20621.14,No
CUST00769,2023-02-02,34,34,South,Premium,Monthly,1986.94,0.0,No,2,0,35.0,4.7,2025-12-21 15:58:46.875838089,67656.25,No
CUST00770,2023-06-30,30,30,East,Basic,Annual,667.84,0.1,Yes,2,1,20.0,4.5,2025-12-16 19:57:38.108321494,19479.13,No
CUST00771,2024-01-07,23,28,West,Standard,Quarterly,1051.09,0.0,Yes,1,1,44.2,2.8,2025-12-21 17:11:03.814238461,25135.32,No
CUST00772,2024-12-12,12,29,North,Standard,Monthly,1090.67,0.0,No,1,3,32.1,4.6,2025-12-16 10:26:04.448841467,13573.98,No
CUST00773,2025-06-19,6,27,West,Premium,Monthly,1494.92,0.0,Yes,4,1,36.4,5.0,2025-12-20 02:21:17.946585412,8566.97,No
CUST00774,2023-01-30,35,47,South,Standard,Monthly,1334.93,0.05,No,4,0,22.7,2.2,2025-12-25 09:01:43.116461219,45414.78,No
CUST00775,2023-03-18,33,38,North,Basic,Annual,793.96,0.0,No,1,0,26.0,4.1,2025-12-08 19:37:01.191129503,26766.73,No
CUST00776,2023-12-23,24,35,North,Basic,Quarterly,720.13,0.05,Yes,3,1,4.8,4.2,2025-12-26 02:53:33.541919019,17342.47,No
CUST00777,2023-01-01,35,48,South,Basic,Monthly,716.39,0.05,Yes,1,0,5.7,3.2,2025-11-30 05:48:39.019049727,25331.92,Yes
CUST00778,2023-08-18,28,41,South,Basic,Annual,742.64,0.0,Yes,2,0,28.0,3.9,2025-12-28 05:11:17.852589508,21102.02,No
CUST00779,2023-01-03,35,36,North,Standard,Monthly,1239.64,0.1,No,2,0,28.6,2.5,2025-12-09 10:19:06.799442667,44281.91,No
CUST00780,2025-03-26,9,37,West,Basic,Quarterly,687.12,0.0,Yes,2,1,30.0,2.3,2025-12-19 02:08:37.158119947,5999.51,No
CUST00781,2023-12-08,24,40,North,Standard,Annual,1600.26,0.1,No,0,0,30.3,4.0,2025-12-13 08:15:11.107456077,39949.62,No
CUST00782,2025-03-01,10,28,South,Standard,Monthly,1477.06,0.0,Yes,0,1,34.7,3.6,2025-12-04 06:56:16.318206917,13835.85,Yes
CUST00783,2023-11-26,25,36,North,Premium,Annual,2138.98,0.0,Yes,2,2,23.8,4.0,2025-12-05 15:47:43.739861217,54299.52,No
CUST00784,2025-05-04,7,25,West,Premium,Monthly,1987.46,0.0,Yes,1,1,18.7,2.9,2025-12-12 17:12:50.124460966,15734.06,No
CUST00785,2023-04-30,32,29,Central,Premium,Quarterly,1726.49,0.15,Yes,2,0,12.5,3.0,2025-12-04 23:56:13.528553185,53888.07,No
CUST00786,2024-03-13,21,34,South,Standard,Monthly,1118.93,0.05,No,1,1,17.6,3.5,2025-12-27 02:32:27.398592649,24262.72,No
CUST00787,2025-05-05,7,29,East,Standard,Monthly,1048.07,0.0,Yes,2,1,39.3,4.3,2025-12-30 00:00:00.000000000,7286.43,No
CUST00788,2023-02-22,34,39,East,Basic,Monthly,816.61,0.1,No,1,0,32.2,4.0,2025-12-28 03:19:19.331748737,28289.8,No
CUST00789,2025-02-17,10,38,South,Basic,Monthly,592.47,0.0,Yes,1,0,45.3,3.7,2025-12-18 11:45:41.838455610,5842.54,No
CUST00790,2023-05-17,31,54,West,Standard,Annual,1398.65,0.15,Yes,2,1,34.9,4.4,2025-12-23 10:45:03.579108123,43077.08,No
CUST00791,2025-04-23,8,36,North,Basic,Monthly,764.16,0.0,No,1,0,23.7,3.8,2025-12-01 13:02:24.956940478,5767.5,Yes
CUST00792,2024-09-23,15,40,Central,Premium,Monthly,1876.2,0.0,No,2,0,11.8,4.1,2025-12-17 06:08:40.893644288,28862.31,No
CUST00793,2023-10-23,26,30,South,Premium,Quarterly,1809.57,0.0,No,1,0,30.1,3.6,2025-12-23 11:56:17.202734241,46888.67,No
CUST00794,2025-04-04,8,35,Central,Standard,Annual,1259.05,0.0,Yes,0,1,20.4,3.7,2025-12-22 21:58:41.895730226,10866.23,No
CUST00795,2023-11-20,25,36,North,Premium,Monthly,1964.2,0.0,Yes,3,2,24.4,2.9,2025-12-14 15:53:39.440747349,49172.68,No
CUST00796,2024-05-10,19,45,East,Basic,Monthly,518.23,0.1,Yes,3,0,24.9,2.6,2025-12-19 10:43:36.347605496,9526.42,No
CUST00797,2024-09-19,15,37,Central,Basic,Monthly,910.49,0.0,Yes,2,0,24.1,2.7,2025-12-25 14:27:28.718789663,13256.67,No
CUST00798,2025-04-19,8,33,West,Premium,Annual,2069.48,0.0,No,2,1,30.4,2.4,2025-12-30 00:00:00.000000000,14625.23,No
CUST00799,2024-09-16,15,28,North,Basic,Quarterly,787.2,0.0,No,2,1,17.8,3.4,2025-12-24 00:25:08.666227670,11281.45,No
CUST00800,2025-02-23,10,36,East,Basic,Monthly,856.02,0.0,Yes,0,0,22.8,4.0,2025-11-28 22:29:00.835697688,8843.57,Yes
CUST00801,2024-08-05,16,44,North,Basic,Monthly,772.3,0.0,No,2,1,39.6,4.9,2025-11-25 16:25:43.285996048,11842.76,Yes
CUST00802,2025-02-14,10,22,Central,Premium,Monthly,1839.4,0.0,No,0,3,32.5,3.8,2025-11-28 18:56:38.376135212,18972.53,Yes
CUST00803,2023-11-30,25,47,Central,Standard,Quarterly,1263.38,0.05,Yes,0,0,28.2,4.7,2025-12-28 00:49:01.211118517,32384.97,No
CUST00804,2023-01-17,35,36,East,Premium,Annual,1772.06,0.15,Yes,2,0,17.6,3.6,2025-12-21 21:19:26.811099979,62526.19,No
CUST00805,2025-02-03,10,24,South,Basic,Monthly,694.34,0.15,No,2,2,7.6,3.4,2025-12-17 02:10:56.126492907,7362.37,No
CUST00806,2023-01-03,35,33,North,Basic,Monthly,698.72,0.0,Yes,4,0,26.6,2.7,2025-12-19 17:31:45.881067168,24562.36,No
CUST00807,2023-12-26,24,44,West,Basic,Monthly,428.88,0.0,Yes,5,0,25.7,2.5,2025-12-09 04:50:07.442643884,10462.0,No
CUST00808,2024-10-06,14,44,Central,Standard,Annual,1110.05,0.05,Yes,2,2,39.2,4.4,2025-12-30 00:00:00.000000000,14735.98,No
CUST00809,2023-01-30,35,27,Central,Standard,Quarterly,1041.67,0.05,No,4,1,20.8,4.4,2025-12-06 01:40:47.270698646,37066.39,No
CUST00810,2023-08-18,28,33,West,Standard,Monthly,1089.48,0.1,Yes,4,0,21.5,3.9,2025-12-17 05:14:07.451031322,30333.22,No
CUST00811,2023-11-30,25,49,South,Basic,Quarterly,635.04,0.05,Yes,2,2,25.7,3.4,2025-12-15 23:53:32.266869576,16289.09,No
CUST00812,2023-07-11,29,43,Central,Basic,Annual,693.58,0.1,Yes,4,1,24.1,2.3,2025-12-15 00:53:11.329218148,19958.84,No
CUST00813,2025-03-03,9,52,South,Basic,Monthly,603.82,0.05,Yes,1,1,31.5,3.0,2025-11-28 13:18:30.534879505,5192.8,Yes
CUST00814,2023-07-12,29,45,East,Premium,Quarterly,1974.31,0.0,Yes,1,1,5.8,4.1,2025-12-13 17:57:12.368857096,58057.21,No
CUST00815,2024-12-26,12,33,Central,Premium,Monthly,2042.1,0.0,Yes,0,1,25.4,3.6,2025-12-08 01:47:39.233343717,24937.2,No
CUST00816,2025-05-17,7,38,Central,Basic,Quarterly,736.27,0.0,Yes,5,1,20.0,4.4,2025-12-18 07:58:11.309572232,4704.2,No
CUST00817,2023-04-18,32,29,South,Standard,Monthly,1159.95,0.05,No,1,1,28.2,4.4,2025-12-19 03:55:40.812509289,37570.74,No
CUST00818,2023-08-28,28,38,East,Premium,Monthly,1762.74,0.1,No,3,1,36.3,3.1,2025-12-13 14:50:35.849803414,49280.45,No
CUST00819,2023-08-07,28,45,Central,Basic,Quarterly,619.15,0.0,No,2,1,14.9,2.3,2025-12-20 02:00:56.804458712,17552.38,No
CUST00820,2025-01-03,11,41,South,Basic,Monthly,724.61,0.0,No,1,1,19.7,4.6,2025-11-24 07:26:30.703516835,8508.42,Yes
CUST00821,2024-12-20,12,31,West,Basic,Monthly,717.5,0.1,Yes,3,2,29.8,3.5,2025-12-30 00:00:00.000000000,8196.3,No
CUST00822,2024-10-06,14,23,Central,Standard,Monthly,1180.75,0.0,No,4,2,25.6,2.7,2025-12-26 12:26:58.587970477,17226.15,No
CUST00823,2023-05-30,31,36,East,Basic,Quarterly,725.25,0.05,Yes,3,0,34.8,3.7,2025-12-16 21:49:58.492466248,22380.73,No
CUST00824,2023-08-27,28,18,West,Premium,Monthly,1842.74,0.0,Yes,3,1,24.2,3.8,2025-12-23 22:01:25.991660185,51930.14,No
CUST00825,2024-10-29,14,34,East,Standard,Monthly,1190.09,0.0,No,2,1,23.3,3.1,2025-11-29 07:52:55.472759706,16982.51,Yes
CUST00826,2024-03-04,21,49,Central,Basic,Monthly,654.64,0.15,No,3,0,17.0,3.5,2025-12-15 20:45:30.320550078,13108.36,No
CUST00827,2024-01-12,23,35,East,Premium,Monthly,1676.63,0.0,Yes,1,3,18.6,3.2,2025-11-28 14:44:39.500241003,38099.28,No
CUST00828,2024-04-03,20,18,South,Premium,Quarterly,2113.55,0.0,No,0,2,2.0,3.3,2025-12-19 15:04:20.852185167,43893.29,No
CUST00829,2024-02-16,22,34,West,Standard,Monthly,1398.05,0.05,Yes,1,1,37.7,4.6,2025-12-24 08:11:31.486691354,31819.37,No
CUST00830,2024-03-24,21,29,West,Standard,Monthly,1121.96,0.0,Yes,1,0,23.6,3.6,2025-12-07 00:17:59.484425358,22637.73,No
CUST00831,2023-03-27,33,43,Central,Premium,Monthly,1819.59,0.15,Yes,6,1,23.3,3.6,2025-12-17 02:31:59.803886684,60704.72,No
CUST00832,2025-03-04,9,18,East,Standard,Annual,1337.17,0.0,Yes,3,0,14.2,2.2,2025-12-18 23:25:40.418620571,11337.56,No
CUST00833,2025-05-27,7,36,Central,Premium,Monthly,2095.19,0.05,Yes,2,1,23.9,3.2,2025-12-23 16:55:38.025292596,13364.23,No
CUST00834,2023-01-06,35,28,South,Basic,Quarterly,664.04,0.0,Yes,1,1,19.3,3.0,2025-12-12 09:41:00.230182636,23811.31,No
CUST00835,2025-06-15,6,45,South,Standard,Monthly,1144.86,0.05,Yes,4,0,53.5,2.9,2025-12-10 19:26:31.303209938,6258.72,No
CUST00836,2024-11-16,13,39,North,Premium,Annual,1796.86,0.0,Yes,1,0,27.8,3.3,2025-12-30 00:00:00.000000000,24475.83,No
CUST00837,2023-10-01,27,27,East,Standard,Annual,1010.6,0.1,Yes,0,1,32.1,3.7,2025-12-29 00:15:27.936067764,26515.87,No
CUST00838,2025-04-22,8,42,East,Standard,Annual,1415.86,0.1,No,2,1,23.2,3.1,2025-12-14 22:57:59.519808988,11017.98,No
CUST00839,2025-03-18,9,32,Central,Basic,Monthly,622.86,0.0,Yes,4,0,39.4,3.6,2025-12-25 05:44:45.133630178,6171.44,No
CUST00840,2024-10-25,14,46,West,Basic,Quarterly,670.59,0.0,Yes,3,0,11.7,3.5,2025-12-17 20:59:56.894895189,9530.38,No
CUST00841,2024-05-02,19,40,North,Basic,Quarterly,744.55,0.0,Yes,2,1,28.7,3.2,2025-12-17 14:47:59.495259705,14126.82,No
CUST00842,2024-12-07,12,43,West,Standard,Quarterly,1020.0,0.0,Yes,1,2,13.2,2.7,2025-12-06 23:54:41.764892412,12838.36,No
CUST00843,2025-04-24,8,32,North,Basic,Quarterly,609.93,0.0,Yes,2,1,18.1,4.4,2025-12-16 03:51:25.066219724,4278.62,No
CUST00844,2023-02-22,34,32,South,Standard,Monthly,1087.62,0.05,No,2,0,27.0,5.0,2025-12-30 00:00:00.000000000,36422.98,No
CUST00845,2025-03-03,9,30,South,Standard,Annual,1375.32,0.0,Yes,4,0,29.0,3.1,2025-12-25 02:19:44.176685474,13380.55,No
CUST00846,2024-05-29,19,36,North,Premium,Monthly,1941.5,0.0,Yes,4,2,23.6,3.6,2025-12-04 22:16:58.477702587,37901.1,No
CUST00847,2024-12-12,12,18,Central,Standard,Monthly,1216.45,0.1,Yes,4,2,15.7,2.9,2025-12-17 11:01:29.556453453,14583.97,No
CUST00848,2024-04-21,20,50,South,Basic,Annual,841.47,0.0,No,2,0,39.5,3.8,2025-12-25 16:00:51.568217934,16672.57,No
CUST00849,2024-09-05,15,36,West,Standard,Monthly,1055.15,0.0,No,2,4,20.5,4.4,2025-12-07 19:11:49.335676789,16116.07,No
CUST00850,2024-08-06,16,35,East,Premium,Quarterly,2009.25,0.05,Yes,5,1,29.6,3.0,2025-12-12 06:40:39.221731468,33152.09,No
CUST00851,2023-09-09,27,20,Central,Standard,Monthly,1189.33,0.1,No,2,0,24.9,3.3,2025-12-15 17:29:01.407475248,32499.0,No
CUST00852,2024-03-10,21,23,Central,Basic,Monthly,736.49,0.0,Yes,3,0,38.2,2.8,2025-12-28 03:13:30.998445321,15529.96,No
CUST00853,2023-07-08,29,24,West,Basic,Monthly,750.41,0.0,Yes,3,1,24.3,4.2,2025-12-07 04:03:00.608015584,21636.78,No
CUST00854,2025-01-15,11,41,East,Basic,Monthly,838.91,0.0,Yes,4,0,31.0,3.4,2025-12-11 09:35:30.549369849,8967.72,No
CUST00855,2023-10-19,26,27,East,Standard,Annual,1216.69,0.0,Yes,3,2,14.1,3.2,2025-12-15 07:46:42.105398382,31256.0,No
CUST00856,2023-12-19,24,26,South,Basic,Monthly,684.27,0.0,Yes,2,0,35.6,4.7,2025-12-21 02:59:37.440073277,16277.03,No
CUST00857,2024-09-18,15,42,Central,Basic,Annual,637.77,0.0,No,1,1,38.2,3.0,2025-12-30 00:00:00.000000000,9617.61,No
CUST00858,2023-10-09,26,27,North,Premium,Monthly,1994.8,0.0,No,2,1,33.4,3.9,2025-11-26 12:55:08.647392113,50359.89,Yes
CUST00859,2023-06-19,30,18,South,Premium,Monthly,2129.02,0.05,No,2,0,19.6,4.7,2025-12-19 10:48:51.006399668,61743.45,No
CUST00860,2024-12-25,12,18,East,Basic,Monthly,623.66,0.1,No,1,1,21.4,3.6,2025-12-24 20:43:32.698542133,7474.05,No
CUST00861,2025-03-30,9,34,Central,Basic,Quarterly,616.85,0.0,Yes,2,0,16.6,4.0,2025-12-17 00:53:59.794299891,6035.71,No
CUST00862,2023-09-19,27,51,North,Premium,Monthly,1657.77,0.1,Yes,1,3,25.0,3.9,2025-12-20 23:28:11.766811155,44406.29,No
CUST00863,2024-03-14,21,41,Central,Basic,Quarterly,591.06,0.0,No,3,0,34.7,3.8,2025-12-25 09:37:45.070251177,11861.2,No
CUST00864,2025-06-11,6,39,East,Standard,Quarterly,1223.22,0.0,Yes,2,1,37.2,3.2,2025-12-21 01:06:40.661537101,7638.51,No
CUST00865,2025-02-06,10,24,South,Basic,Monthly,635.54,0.1,No,7,0,41.8,1.0,2025-12-24 04:02:23.917826340,6843.19,No
CUST00866,2024-02-24,22,50,North,Standard,Monthly,1308.84,0.0,No,4,0,11.2,3.4,2025-12-06 03:46:07.025005261,29898.3,Yes
CUST00867,2024-08-14,16,29,Central,Premium,Monthly,1935.72,0.05,No,2,5,26.2,3.3,2025-12-24 02:26:58.875225142,29260.88,No
CUST00868,2023-10-24,26,46,South,Basic,Quarterly,805.3,0.1,Yes,1,0,45.1,4.3,2025-12-25 16:36:29.318095095,20488.85,No
CUST00869,2023-09-18,27,58,North,Standard,Monthly,1295.03,0.05,Yes,1,1,25.3,4.8,2025-12-13 23:00:27.918458816,35628.49,No
CUST00870,2024-02-16,22,41,Central,Premium,Annual,2113.6,0.05,Yes,3,1,38.3,2.9,2025-12-13 16:05:18.247053040,47337.98,No
CUST00871,2024-06-04,18,20,North,Premium,Annual,2080.69,0.0,No,2,0,20.6,3.0,2025-12-18 06:59:43.972459406,36088.55,No
CUST00872,2023-03-07,33,36,Central,Standard,Annual,1219.12,0.0,Yes,0,1,28.6,5.0,2025-12-15 08:03:58.521816718,39704.72,No
CUST00873,2024-06-16,18,28,East,Standard,Monthly,1039.06,0.1,Yes,4,0,17.4,4.0,2025-12-03 02:42:58.601231525,18603.54,No
CUST00874,2023-09-16,27,34,South,Standard,Quarterly,1026.49,0.1,No,3,1,33.5,4.9,2025-12-16 10:39:43.147401391,26905.32,No
CUST00875,2024-11-17,13,44,North,Standard,Monthly,1198.66,0.0,Yes,0,0,34.7,4.8,2025-12-28 03:59:21.464472025,15746.86,No
CUST00876,2024-05-06,19,52,East,Premium,Annual,1785.68,0.0,No,3,0,40.6,4.5,2025-11-20 07:09:11.060143811,33224.64,Yes
CUST00877,2023-03-19,33,45,South,Basic,Monthly,626.72,0.05,Yes,1,0,37.8,2.5,2025-12-20 22:00:59.688253818,20723.41,No
CUST00878,2025-02-15,10,34,East,Basic,Monthly,691.69,0.05,No,2,0,37.0,2.5,2025-12-23 03:47:43.713282521,6574.63,No
CUST00879,2024-02-10,22,39,South,Basic,Annual,618.89,0.0,No,0,3,14.1,4.7,2025-12-30 00:00:00.000000000,13225.46,No
CUST00880,2023-05-20,31,28,East,Standard,Monthly,1199.73,0.15,Yes,1,0,17.2,4.7,2025-12-14 12:45:15.198455218,37306.5,No
CUST00881,2023-03-06,33,38,West,Premium,Monthly,2019.57,0.0,Yes,3,1,24.5,2.8,2025-12-12 20:50:39.297834785,67982.82,No
CUST00882,2023-01-11,35,32,East,Premium,Monthly,2008.6,0.05,Yes,2,1,38.7,3.9,2025-12-11 08:03:40.647087916,71477.82,No
CUST00883,2025-05-23,7,44,East,Premium,Quarterly,1543.01,0.0,Yes,5,0,16.3,3.8,2025-12-13 05:52:42.954751765,11599.66,No
CUST00884,2024-09-24,15,44,North,Standard,Quarterly,1244.73,0.0,Yes,1,0,8.4,3.7,2025-12-28 01:33:02.125689927,18138.74,No
CUST00885,2025-05-31,7,38,East,Basic,Monthly,918.74,0.0,Yes,1,0,24.5,3.3,2025-12-04 08:39:58.262206663,6001.95,No
CUST00886,2024-02-22,22,35,Central,Premium,Monthly,1767.52,0.0,Yes,0,1,25.7,2.7,2025-12-25 17:34:37.517447304,37602.39,No
CUST00887,2025-03-06,9,32,West,Standard,Quarterly,1554.2,0.05,No,2,3,33.8,3.8,2025-12-26 10:28:54.537459235,14079.14,No
CUST00888,2023-02-01,34,48,East,Basic,Quarterly,598.0,0.0,No,4,0,2.0,3.7,2025-12-08 17:21:05.645542513,20399.23,No
CUST00889,2025-06-26,6,43,West,Basic,Annual,683.71,0.0,Yes,1,0,36.9,3.4,2025-12-09 21:58:17.813971235,4594.68,No
CUST00890,2023-02-01,34,45,West,Basic,Quarterly,610.31,0.0,Yes,2,0,19.0,3.3,2025-12-09 07:38:09.690473832,21175.4,No
CUST00891,2025-03-12,9,31,Central,Basic,Monthly,729.72,0.0,Yes,4,1,6.4,3.8,2025-12-27 23:22:39.220120494,6081.24,No
CUST00892,2023-09-23,27,41,South,Standard,Monthly,1234.07,0.0,No,4,1,27.5,3.0,2025-12-18 12:14:54.984062130,33905.7,No
CUST00893,2025-01-03,11,36,West,Standard,Annual,1255.03,0.0,Yes,3,0,45.9,4.0,2025-12-23 07:33:50.216254774,12599.94,No
CUST00894,2025-04-26,8,43,South,Standard,Quarterly,1051.18,0.1,Yes,1,3,33.0,2.6,2025-12-17 10:21:43.408196845,8310.3,No
CUST00895,2023-03-08,33,58,West,Standard,Monthly,1193.46,0.1,Yes,3,0,27.3,3.8,2025-12-25 07:02:39.343220808,39282.93,No
CUST00896,2025-04-21,8,43,West,Standard,Monthly,1219.39,0.0,Yes,3,1,33.9,3.5,2025-12-19 17:30:38.307038231,9545.68,No
CUST00897,2023-07-23,29,40,West,Basic,Monthly,754.86,0.0,Yes,3,0,21.6,2.4,2025-12-19 06:57:55.682593653,21675.99,No
CUST00898,2024-05-20,19,18,West,Premium,Annual,1581.2,0.0,Yes,0,2,30.1,2.4,2025-12-09 05:14:04.618103937,30943.99,No
CUST00899,2023-05-02,31,30,Central,Standard,Quarterly,1254.08,0.1,Yes,4,2,7.7,2.3,2025-12-22 06:38:02.742088759,39052.76,No
CUST00900,2023-11-18,25,18,West,Premium,Annual,1850.17,0.0,Yes,0,0,30.9,4.6,2025-12-19 09:06:06.951874873,44887.97,No
CUST00901,2024-04-27,20,29,Central,Basic,Monthly,636.02,0.1,Yes,1,0,27.2,3.3,2025-12-19 14:57:01.532841636,12288.46,No
CUST00902,2024-12-04,12,45,West,Standard,Quarterly,1382.59,0.1,No,1,2,31.4,3.8,2025-12-29 22:14:09.992230020,16062.2,No
